|||			The Batch {0} of an item {1} has negative stock in the warehouse {2}{3}.|||			Please add a stock quantity of {4} to proceed with this entry.|||			If it is not possible to make an adjustment entry, please enable 'Allow Negative Stock for Batch' in Stock Settings to proceed.|||			However, enabling this setting may lead to negative stock in the system.|||			So please ensure the stock levels are adjusted as soon as possible to maintain the correct valuation rate.,|||			تحتوي الدفعة {0} من العنصر {1} على مخزون سالب في المستودع {2}{3}.|||			الرجاء إضافة كمية مخزون {4} لمتابعة هذا الإدخال.|||			إذا لم يكن من الممكن إجراء إدخال تعديل، برجاء تمكين 'السماح بالمخزون السلبي للدفعة' في إعدادات المخزون للمتابعة.|||			على أية حال، تمكين هذا الإعداد قد يؤدي إلى مخزون سلبي في النظام.|||			لذا يرجى التأكد من تعديل مستويات المخزون في أقرب وقت ممكن للحفاظ على معدل التقييم الصحيح.,
Are you sure you want to delete the column? All the fields in the column will be moved to the previous column.,هل أنت متأكد أنك تريد حذف العمود؟ سيتم نقل كافة الحقول الموجودة في العمود إلى العمود السابق.,
Are you sure you want to delete the section? All the columns along with fields in the section will be moved to the previous section.,هل أنت متأكد أنك تريد حذف القسم؟ سيتم نقل جميع الأعمدة والحقول الموجودة في القسم إلى القسم السابق.,
Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.,هل أنت متأكد أنك تريد حذف علامة التبويب؟ سيتم نقل كافة الأقسام بالإضافة إلى الحقول الموجودة في علامة التبويب إلى علامة التبويب السابقة.,
Are you sure you want to delete {0}?<p>This action will also delete all associated Common Code documents.</p>,هل أنت متأكد من أنك تريد حذف {0}؟<p>سيؤدي هذا الإجراء أيضًا إلى حذف جميع مستندات Common Code المرتبطة.</p>,
Are you sure you want to email the selected salary slips?,هل أنت متأكد أنك تريد إرسال قسائم الراتب المحددة عبر البريد الإلكتروني؟,
Are you sure you want to log out?,هل أنت متأكد أنك تريد تسجيل الخروج؟,
Are you sure you want to reject the Employee Referral?,هل أنت متأكد أنك تريد رفض إحالة الموظف؟,
Are you sure you want to restart this subscription?,هل أنت متأكد أنك تريد إعادة تشغيل هذا الاشتراك؟,
Are you sure you want to send this newsletter now?,هل أنت متأكد أنك تريد إرسال هذه الرسالة الإخبارية الآن؟,
Area/District,المنطقة/الحي,
As on Date,كما في التاريخ,
As there are existing submitted transactions against item {0}, you can not change the value of {1}.,نظرًا لوجود معاملات مقدمة حاليًا مقابل العنصر {0}، فلا يمكنك تغيير قيمة {1}.,
As there are reserved stock, you cannot disable {0}.,نظرًا لوجود مخزون محجوز، لا يمكنك تعطيل {0}.,
As there are sufficient Sub Assembly Items, Work Order is not required for Warehouse {0}.,نظرًا لوجود عناصر تجميع فرعية كافية، فإن أمر العمل غير مطلوب للمستودع {0}.,
As {0} is enabled, you can not enable {1}.,بما أن {0} تم تمكينه، فلا يمكنك تمكين {1}.,
Asset Capitalization,رسملة الأصول,
Asset Capitalization Asset Item,بند الأصول رسملة الأصول,
Asset Capitalization Service Item,عنصر خدمة رسملة الأصول,
Asset Capitalization Stock Item,بند أسهم رأس مال الأصول,
Asset Depreciation Details,تفاصيل إهلاك الأصول,
Asset Depreciation Schedule not found for Asset {0} and Finance Book {1},لم يتم العثور على جدول إهلاك الأصل للأصل {0} ودفتر التمويل {1},
Asset Depreciation Schedule {0} for Asset {1} already exists.,جدول إهلاك الأصل {0} للأصل {1} موجود بالفعل.,
Asset Depreciation Schedule {0} for Asset {1} and Finance Book {2} already exists.,جدول إهلاك الأصل {0} للأصل {1} ودفتر التمويل {2} موجود بالفعل.,
Asset Depreciation Schedules created:<br>{0}<br><br>Please check, edit if needed, and submit the Asset.,تم إنشاء جداول استهلاك الأصول:<br>{0}<br><br>يُرجى التحقق من الأصل وتعديله إذا لزم الأمر وإرساله.,
Asset Recovery Cost for {0}: {1},تكلفة استرداد الأصل لـ {0}: {1},
Asset Repair Consumed Item,العنصر المستهلك لإصلاح الأصول,
Asset Settings,إعدادات الأصول,
Asset Shift Allocation,تخصيص تحول الأصول,
Asset Shift Factor,عامل تحول الأصول,
Asset Shift Factor {0} is set as default currently. Please change it first.,تم تعيين عامل تحويل الأصل {0} كافتراضي حاليًا. يرجى تغييره أولا.,
Asset cancelled,تم إلغاء الأصل,
Asset cannot be scrapped before the last depreciation entry.,لا يمكن إلغاء الأصل قبل إدخال الإهلاك الأخير.,
Asset capitalized after Asset Capitalization {0} was submitted,تم رسملة الأصل بعد إرسال رسملة الأصل {0}.,
Asset created,تم إنشاء الأصل,
Asset created after Asset Capitalization {0} was submitted,تم إنشاء الأصل بعد إرسال القيمة الكبيرة للأصل {0}.,
Asset created after being split from Asset {0},تم إنشاء الأصل بعد فصله عن الأصل {0},
Asset deleted,تم حذف الأصل,
Asset issued to Employee {0},الأصل الصادر للموظف {0},
Asset out of order due to Asset Repair {0},الأصل خارج الترتيب بسبب إصلاح الأصل {0},
Asset received at Location {0} and issued to Employee {1},تم استلام الأصل في الموقع {0} وتم إصداره للموظف {1},
Asset restored,تمت استعادة الأصول,
Asset restored after Asset Capitalization {0} was cancelled,تمت استعادة الأصل بعد إلغاء الرسملة للأصل {0}.,
Asset returned,تم إرجاع الأصول,
Asset sold,بيع الأصول,
Asset submitted,تم إرسال مادة العرض,
Asset transferred to Location {0},تم نقل الأصل إلى الموقع {0},
Asset updated after being split into Asset {0},تم تحديث الأصل بعد تقسيمه إلى الأصل {0},
Asset updated after cancellation of Asset Repair {0},تم تحديث الأصل بعد إلغاء إصلاح الأصل {0},
Asset updated after completion of Asset Repair {0},تم تحديث الأصل بعد الانتهاء من إصلاح الأصل {0},
Asset {0} does not belong to Item {1},الأصل {0} لا ينتمي إلى العنصر {1},
Asset {0} does not belong to the custodian {1},الأصل {0} لا ينتمي إلى الوصي {1},
Asset {0} does not belong to the location {1},الأصل {0} لا ينتمي إلى الموقع {1},
Asset {0} does not exist,الأصل {0} غير موجود,
Asset {0} has been created. Please set the depreciation details if any and submit it.,تم إنشاء الأصل {0}. يرجى تحديد تفاصيل الإهلاك إن وجدت وتقديمها.,
Asset {0} has been updated. Please set the depreciation details if any and submit it.,تم تحديث الأصل {0}. يرجى تحديد تفاصيل الإهلاك إن وجدت وتقديمها.,
Asset {0} is in {1} status and cannot be repaired.,الأصل {0} في الحالة {1} ولا يمكن إصلاحه.,
Asset {0} is not set to calculate depreciation.,لم يتم تعيين الأصل {0} لحساب الإهلاك.,
Asset {0} is not submitted. Please submit the asset before proceeding.,لم يتم إرسال الأصل {0}. يرجى تقديم الأصل قبل المتابعة.,
Asset's depreciation schedule updated after Asset Shift Allocation {0},تم تحديث جدول إهلاك الأصل بعد تخصيص تحويل الأصل {0},
Asset's value adjusted after cancellation of Asset Value Adjustment {0},تم تعديل قيمة الأصل بعد إلغاء تعديل قيمة الأصل {0},
Asset's value adjusted after submission of Asset Value Adjustment {0},تم تعديل قيمة الأصل بعد إرسال تعديل قيمة الأصل {0},
Assets Allocated,الأصول المخصصة,
Asset{is_plural} {assets_link} created for {item_code},تم إنشاء مادة العرض {is_plural} {assets_link} لـ {item_code},
Assign Job to Employee,إسناد الوظيفة إلى الموظف,
Assign Salary Structure to {0} employee(s)?,هل تريد تعيين هيكل الرواتب لعدد {0} من الموظفين؟,
Assign Shift,تعيين التحول,
Assign Shift Schedule,تعيين جدول التحول,
Assign Structure,تعيين الهيكل,
Assign to Technician,تكليف فني,
Assigned to,المخصصة ل,
Assigning Salary Structure,تعيين هيكل الرواتب,
Assigning Structure...,هيكل التعيين...,
Assignment Conditions,شروط التعيين,
Assignment Rule is not allowed on document type {0},قاعدة التعيين غير مسموح بها في نوع المستند {0},
Assignment based on,التكليف على أساس,
Associate Job Opening,فتح وظيفة مشارك,
Associated Document,الوثيقة المرتبطة,
Associated Document Type,نوع الوثيقة المرتبطة,
Associated Item,العنصر المرتبط,
At Row #{0}: The picked quantity {1} for the item {2} is greater than available stock {3} for the batch {4} in the warehouse {5}. Please restock the item.,في الصف رقم {0}: الكمية المنتقاة {1} للبند {2} أكبر من المخزون المتوفر {3} للدُفعة {4} في المستودع {5}. يرجى إعادة تخزين هذا البند.,
At Row #{0}: The picked quantity {1} for the item {2} is greater than available stock {3} in the warehouse {4}.,في الصف رقم {0}: الكمية المنتقاة {1} للبند {2} أكبر من المخزون المتوفر {3} في المستودع {4}.,
At least one account with exchange gain or loss is required,مطلوب حساب واحد على الأقل مع مكاسب أو خسائر الصرف,
At least one interview has to be selected.,يجب اختيار مقابلة واحدة على الأقل.,
At least one raw material item must be present in the stock entry for the type {0},يجب أن يتواجد عنصر مادة خام واحد على الأقل في قيد المخزون للنوع {0},
At row #{0}: the Difference Account must not be a Stock type account, please change the Account Type for the account {1} or select a different account,في الصف رقم {0}: يجب ألا يكون حساب الفرق من نوع حساب المخزون، برجاء تغيير نوع الحساب للحساب {1} أو تحديد حساب مختلف,
At row #{0}: you have selected the Difference Account {1}, which is a Cost of Goods Sold type account. Please select a different account,في الصف رقم {0}: قمت بتحديد حساب الفرق {1}، وهو حساب من نوع تكلفة البضائع المباعة. الرجاء تحديد حساب مختلف,
At row {0}: Batch No is mandatory for Item {1},في الصف {0}: رقم الدُفعة إلزامي للعنصر {1},
At row {0}: Parent Row No cannot be set for item {1},في الصف {0}: لا يمكن تعيين "لا" للصف الأصلي للعنصر {1},
At row {0}: Qty is mandatory for the batch {1},في الصف {0}: الكمية إلزامية للدفعة {1},
At row {0}: Serial No is mandatory for Item {1},في الصف {0}: الرقم التسلسلي إلزامي للعنصر {1},
At row {0}: Serial and Batch Bundle {1} has already created. Please remove the values from the serial no or batch no fields.,في الصف {0}: تم بالفعل إنشاء المسلسل وحزمة الدُفعات {1}. الرجاء إزالة القيم من حقول الرقم التسلسلي أو عدم وجود دفعة.,
At row {0}: set Parent Row No for item {1},في الصف {0}: قم بتعيين رقم الصف الأصلي للعنصر {1},
Atleast one field is required in Web Form Fields Table,مطلوب حقل واحد على الأقل في جدول حقول نموذج الويب,
Attach CSV File,أرفق ملف CSV,
Attach Proof,إرفاق إثبات,
Attachment Files,الملفات المرفقة,
Attachment Not Found,لم يتم العثور على المرفق,
Attendance ID,معرف الحضور,
Attendance Settings,إعدادات الحضور,
